"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"C26","ARKitScenes Validation","41069021","rgb_tight","RGB crop sourcing (input availability, NOT detection)","delivered instances with 3 verified RGB views (median best visible fraction)","34","34","34/34 (med 0.99)","stride=6, n_views=3, context_pad=0.15, occlusion=True, mark_target=False","delivered","AreaC_coverage","development scene","docs/arkitscenes_rgb_label_results.md","c700df3","MUST NOT be read as detection coverage. The doc says so explicitly: 'The coverage figures (34/34, 35/35, 23/23) are **RGB-view coverage of delivered instances**, not ground-truth object-detection coverage.' The doc also records that this statistic is not self-validating: under a wrong camera convention 'coverage still read 34/34 with median visible fraction 0.99 — identical to the correct run. **Coverage statistics cannot validate the geometry that produced them.**'"
"C27","ARKitScenes Validation","41069025","rgb_tight","RGB crop sourcing (input availability, NOT detection)","delivered instances with 3 verified RGB views (median best visible fraction)","35","35","35/35 (med 0.97)","stride=6, n_views=3, context_pad=0.15","delivered","AreaC_coverage","held-out transfer scene","docs/arkitscenes_rgb_label_results.md","c700df3","RGB-view coverage of DELIVERED instances only. Not detection coverage."
"C28","ARKitScenes Validation","41069042","rgb_tight","RGB crop sourcing (input availability, NOT detection)","delivered instances with 3 verified RGB views (median best visible fraction)","23","23","23/23 (med 0.99)","stride=6, n_views=3, context_pad=0.15","delivered","AreaC_coverage","held-out transfer scene","docs/arkitscenes_rgb_label_results.md","c700df3","RGB-view coverage of DELIVERED instances only. Not detection coverage."
"C29","ARKitScenes Validation","41069021","Mask3D ms02 delivered partition (shared by ALL label arms)","instance delivery — context for why the label denominator is 7","annotated entities recovered at vertex IoU 0.50","7","18","7/18","vertex IoU >= 0.50; Mask3D min_score=0.2","delivered","AreaC_denominator_provenance","development scene","docs/arkit_vertical_slice_72h.md","c718c46","Included so the 21-instance label denominator is not read as scene coverage. Doc: 'A zero-GPU local re-resolution at the already-declared min_score=0.2 produces 34 delivered instances and retains the complete 7/18 ceiling.' Also stated as a strong pass in docs/arkitscenes_mask3d_contract.md. The 7 matched label instances for this scene are exactly these 7."
"C30","ARKitScenes Validation","41069025","Mask3D delivered partition (shared by all label arms)","instance delivery — context for why the label denominator is 9","annotated entities recovered at vertex IoU 0.50","9","20","9/20","vertex IoU >= 0.50","delivered","AreaC_denominator_provenance","held-out transfer scene","docs/arkit_vertical_slice_72h.md","c718c46","Doc: '41069025: 35 delivered instances, 151 NEAR edges, and 9/20 annotated entities recovered at vertex IoU 0.50.' Matches n_oracle_entities=20 in the gitignored label_eval.json."
"C31","ARKitScenes Validation","41069042","Mask3D delivered partition (shared by all label arms)","instance delivery — context for why the label denominator is 5","annotated entities recovered at vertex IoU 0.50","5","6","5/6","vertex IoU >= 0.50","delivered","AreaC_denominator_provenance","held-out transfer scene","docs/arkit_vertical_slice_72h.md","c718c46","Doc: '41069042: 23 delivered instances, 100 NEAR edges, and 5/6 annotated entities recovered at vertex IoU 0.50.' Only 6 annotated entities exist in this scene, so its 2/5 label result rests on a very small annotation base."
"C32","ARKitScenes Validation","pooled (41069021 + 41069025 + 41069042)","splat","end-to-end GRAPH-CONSISTENCY QA — a DIFFERENT metric from the label table above","questions abstained (graph-consistency QA)","13","14","13/14","NEAR_THRESHOLD_M=1.0; one question per annotation class","delivered","AreaC_e2e_abstention","pooled across 1 development + 2 held-out transfer scenes","docs/arkitscenes_rgb_label_results.md","c700df3","RECORDED ONLY TO PREVENT CONFLATION — this is NOT the matched-instance classification result and has a different denominator (14 questions, not 21 instances). Both the doc and tools/arkitscenes_e2e_qa_ab.py label it correctly and loudly: 'This is graph-consistency QA, NOT human-ground-truth spatial QA. Citations are scored against the NEAR-neighbour set computed on the SAME graph both arms use.' Also: 'Choosing questions from the oracle is an evaluation-side decision.'"
"C33","ARKitScenes Validation","pooled (41069021 + 41069025 + 41069042)","rgb_tight","end-to-end GRAPH-CONSISTENCY QA — a DIFFERENT metric from the label table above","questions abstained (graph-consistency QA)","3","14","3/14","NEAR_THRESHOLD_M=1.0","deployable","AreaC_e2e_abstention","pooled across 1 development + 2 held-out transfer scenes","docs/arkitscenes_rgb_label_results.md","c700df3","Doc states 'Pooled abstentions **13/14 → 3/14**.' NOT a spatial-correctness claim; the doc's own reading is 'RGB naming makes the graph *askable* and returns the graph's own neighbours faithfully. It does not establish that those neighbours are the spatially correct answer for a human.' A human-ground-truth answer key 'does not exist yet'."
"C34","ARKitScenes Validation","41069025","splat","end-to-end graph-consistency QA — SUPERSEDED first version of the scorer","uid citation F1 under the buggy ground truth (withdrawn)","—","—","0.20","n/a (withdrawn definition)","bug-diagnostic","AreaC_superseded_f1","held-out transfer scene","docs/arkitscenes_rgb_label_results.md","c700df3","DO NOT CITE AS A RESULT. Recorded because it was self-reported: 'The first version of this table scored a citation as correct when the cited entity WAS the asked class. That is the wrong ground truth ... It made RGB look worse than splats on 41069025 (F1 0.15 vs 0.20). Corrected before reporting.' The corrected value for this cell is 0.31."
"C35","ARKitScenes Validation","41069025","rgb_tight","end-to-end graph-consistency QA — SUPERSEDED first version of the scorer","uid citation F1 under the buggy ground truth (withdrawn)","—","—","0.15","n/a (withdrawn definition)","bug-diagnostic","AreaC_superseded_f1","held-out transfer scene","docs/arkitscenes_rgb_label_results.md","c700df3","DO NOT CITE AS A RESULT. Withdrawn alongside the splat 0.20 above; corrected value for this cell is 0.72. The direction of the reported effect flipped when the ground-truth definition was fixed, which is a definition-sensitivity worth flagging on any downstream QA claim."
"D01","ARKitScenes","41069021 (dev)","direct OpenCV projection (corrected convention: +x right, +y down, +z forward)","camera projection validated against synchronized sensor depth (lowres_depth)","median absolute mesh-vs-sensor-depth error, frame 305.377","—","—","4.1 cm","regression guard in tests/extractors/test_arkitscenes_rgb_crops.py: direct median must be < 0.06 m; share of common pixels within 0.10 m must be >= 0.60; legacy must be >= 4.0x direct","bug-diagnostic","three exactly-posed dev frames 305.377 / 380.363 / 455.366, direct vs legacy flip","development scene (DEV = .../Validation/41069021 per tests/extractors/test_arkitscenes_rgb_crops.py)","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring lines 49-54: 'on three widely separated exactly-posed development frames (305.377, 380.363, 455.366), direct OpenCV projection gives median absolute mesh-depth errors of 4.1, 3.2 and 2.5 cm.' Ordered mapping frame->value taken from the stated order. Denominator not stated: docstring says only 'across tens of thousands of depth pixels'. This is a CORRECTNESS FIX, never a model-performance before/after. NOT the 1.4-5.2 cm range claimed in docs/arkitscenes_rgb_label_results.md — see contradictions. Downstream restatements of this same three-frame measurement appear as the range '2.5-4.1 cm' in docs/repair_arm_design_note.md:93 and segmenter/rgb_multiview_repair.py:49."
"D02","ARKitScenes","41069021 (dev)","direct OpenCV projection (corrected convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, frame 380.363","—","—","3.2 cm","direct median must be < 0.06 m (test guard)","bug-diagnostic","three exactly-posed dev frames, direct vs legacy flip","development scene","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring lines 49-54. Denominator (pixel count) not stated."
"D03","ARKitScenes","41069021 (dev)","direct OpenCV projection (corrected convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, frame 455.366","—","—","2.5 cm","direct median must be < 0.06 m (test guard)","bug-diagnostic","three exactly-posed dev frames, direct vs legacy flip","development scene","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring lines 49-54. Denominator (pixel count) not stated."
"D04","ARKitScenes","41069021 (dev)","legacy [1,-1,-1] axis flip (erroneous / invalidated convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, frame 305.377","—","—","96.8 cm","legacy must be >= 4.0x direct (test guard)","bug-diagnostic","three exactly-posed dev frames, direct vs legacy flip","development scene","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring line 52-53: 'The old [1,-1,-1] axis flip gives 96.8, 98.2 and 36.9 cm.' This is the ERRONEOUS arm; it is a bug measurement, not a baseline system. Restated downstream as the range '37-98 cm' (docs/repair_arm_design_note.md:93, segmenter/rgb_multiview_repair.py:49). NOT the 23.8-68.3 cm claimed in docs/arkitscenes_rgb_label_results.md — see contradictions."
"D05","ARKitScenes","41069021 (dev)","legacy [1,-1,-1] axis flip (erroneous / invalidated convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, frame 380.363","—","—","98.2 cm","legacy must be >= 4.0x direct (test guard)","bug-diagnostic","three exactly-posed dev frames, direct vs legacy flip","development scene","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring lines 52-53. Denominator (pixel count) not stated."
"D06","ARKitScenes","41069021 (dev)","legacy [1,-1,-1] axis flip (erroneous / invalidated convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, frame 455.366","—","—","36.9 cm","legacy must be >= 4.0x direct (test guard)","bug-diagnostic","three exactly-posed dev frames, direct vs legacy flip","development scene","extractors/arkitscenes_rgb_crops.py","7e87718","Docstring lines 52-53. Denominator (pixel count) not stated."
"D07","ARKitScenes","not named in the artifact (bug list gives no scene)","direct OpenCV projection (corrected convention)","camera projection validated against synchronized sensor depth","median absolute mesh-vs-sensor-depth error, range over frames","—","—","1.4-5.2 cm","—","bug-diagnostic","direct vs flipped, same measurement","not stated in the bug list","docs/arkitscenes_rgb_label_results.md","c700df3","docs/arkitscenes_rgb_label_results.md:104-107, verbatim: 'Wrong camera convention. ARKitScenes poses are plain pinhole/OpenCV; an ARKit-native [1,-1,-1] axis flip was applied. Fixed in codex/camera-convention, verified against synchronized sensor depth (1.4-5.2 cm median error direct, 23.8-68.3 cm flipped).' This is the range the task prompt quotes. It does NOT match the per-frame numbers in extractors/arkitscenes_rgb_crops.py (2.5-4.1 cm). Recorded as a separate row because it is a separately stated value, not a restatement. No per-frame breakdown, no frame ids, and no pixel denominator are given anywhere for this range."
